AWS EKS,AWS RDS Postgres,AWS RDS Aurora,AWS Step Functions,AWS Lambda Container,AWS Lambda Code,AWS S3,AWS DynamoDB,AWS EC2,AWS CloudFormation,AWS SageMaker,AWS Redshift,AWS Elastic Beanstalk,AWS API Gateway,Cloud Lock-in Score
12,17,17,9,8,12,0,10,15,6,8,2,15,8,63
8,7,9,15,11,19,13,19,4,11,11,12,19,13,84
4,3,15,5,11,16,16,12,9,17,8,14,15,14,75
1,3,7,14,8,7,4,14,5,14,3,16,18,18,66
13,18,10,1,9,14,1,1,18,9,8,0,6,12,50
8,14,17,2,5,7,4,15,10,6,4,4,18,3,52
16,18,14,0,1,12,11,5,18,12,12,1,9,4,53
3,15,12,1,3,19,18,3,17,12,16,8,9,7,62
4,0,12,6,15,15,8,16,10,14,12,19,5,5,70
9,9,5,4,9,6,13,18,1,15,7,17,7,9,61
19,12,17,5,1,13,4,3,19,10,17,1,15,19,66
5,5,8,6,8,9,15,2,7,8,10,14,14,1,52
12,18,3,7,12,15,13,12,11,3,3,14,16,6,65
16,7,7,0,14,5,13,19,6,8,6,9,8,8,56
1,14,1,6,2,0,7,10,19,8,8,2,19,17,47
7,16,5,9,1,5,18,14,17,0,5,12,9,7,51
0,2,18,16,14,12,11,4,16,13,9,10,8,19,72
5,19,17,0,7,18,14,7,6,17,2,15,17,9,70
6,15,6,8,0,10,5,7,2,6,2,7,3,18,44
5,2,12,3,7,11,0,19,16,15,19,16,15,8,72
5,1,14,19,2,4,0,9,18,4,11,10,18,15,62
0,17,13,16,15,12,17,0,11,6,0,19,9,5,65
12,15,3,19,11,5,3,3,18,18,3,7,19,15,66
13,7,7,5,12,14,13,6,6,3,10,10,16,5,59
8,11,12,7,8,14,16,7,18,7,0,18,10,15,66
11,9,3,17,4,3,1,11,18,17,2,15,0,10,53
5,8,4,7,18,15,12,6,3,15,18,4,15,17,71
19,13,3,9,11,12,15,17,9,18,6,2,1,12,63
18,10,19,15,15,14,10,1,17,9,14,12,10,8,78
2,11,8,14,4,6,2,1,12,12,11,4,17,11,53
8,7,16,4,7,11,14,5,12,14,19,8,11,9,65
1,8,14,17,3,6,8,2,12,18,8,18,19,15,70
2,15,7,0,18,2,9,19,8,17,10,13,2,7,60
10,17,19,16,5,16,17,11,17,3,13,3,15,12,77
4,6,18,17,2,10,19,19,14,1,14,8,7,4,65
13,0,2,2,4,4,1,18,8,8,13,15,10,0,47
13,11,11,14,4,9,15,0,0,15,4,11,19,0,58
4,17,6,18,15,9,6,14,6,1,1,10,0,18,60
15,0,0,19,0,14,8,4,12,3,5,1,4,3,38
7,6,14,16,16,15,0,14,0,17,5,6,1,7,64
9,6,15,12,18,2,9,0,17,6,15,13,13,10,66
4,3,0,9,3,5,11,0,12,14,17,8,8,17,49
10,18,5,2,4,7,16,16,14,12,10,0,18,17,61
14,12,13,2,7,3,13,16,7,17,12,14,7,0,61
15,3,2,11,13,0,19,14,14,8,1,3,11,8,49
12,9,8,1,14,6,14,13,16,12,9,12,0,15,60
18,11,15,12,17,6,5,3,15,14,19,11,10,3,73
3,7,13,7,7,4,7,15,2,0,19,4,7,8,51
15,10,2,5,16,15,6,9,9,3,15,19,17,12,74
18,12,13,8,12,5,4,12,4,18,3,18,12,9,69
7,17,1,5,17,12,13,2,1,9,19,17,7,12,68
14,19,13,1,3,1,6,13,14,3,13,0,19,11,54
18,19,12,2,8,15,13,4,14,8,18,10,9,16,72
2,4,10,5,2,12,14,16,14,9,3,18,6,4,54
0,0,4,16,0,14,0,16,11,13,10,6,5,6,51
17,6,5,19,1,12,0,1,9,13,1,19,7,14,59
5,7,11,1,13,14,5,14,7,4,13,1,1,11,51
9,17,14,8,10,0,5,14,4,4,16,15,0,13,62
5,10,11,13,2,10,4,0,1,17,4,3,0,14,45
12,0,9,15,10,3,5,13,4,6,10,7,17,2,55
8,0,19,13,16,6,6,12,16,13,2,11,3,11,62
9,18,13,16,19,6,5,19,7,2,14,7,9,4,72
1,15,19,19,5,6,16,11,14,10,6,9,11,0,63
9,5,0,6,3,1,19,2,9,16,0,2,3,6,29
1,7,14,0,12,19,19,11,15,12,6,9,19,13,70
10,13,14,18,5,0,17,3,19,3,17,4,12,2,57
16,1,19,2,5,5,8,7,0,13,19,14,4,11,60
8,3,13,1,16,19,14,17,10,14,11,5,13,19,76
14,9,12,5,12,11,16,0,18,12,15,1,17,17,67
3,0,8,7,19,0,1,10,15,0,11,3,0,16,43
14,0,12,11,18,18,17,10,7,16,8,6,17,12,78
16,9,5,17,9,0,14,5,0,18,12,14,4,9,61
7,2,11,11,9,14,18,5,15,16,1,0,19,6,57
17,4,8,2,8,3,9,3,18,18,9,10,11,16,56
5,0,2,18,9,7,16,5,16,1,12,6,17,12,56
12,7,12,18,17,5,1,1,14,6,13,16,3,15,67
18,19,16,19,6,5,14,16,7,18,18,9,10,16,87
18,1,8,15,5,16,11,9,5,1,12,4,15,6,60
10,14,18,10,10,18,11,2,10,12,11,14,6,2,69
6,14,16,10,8,9,18,5,10,12,5,19,3,11,65
18,6,5,14,8,19,18,9,0,2,3,18,11,16,70
19,5,2,3,4,11,16,19,10,18,17,13,12,12,72
6,17,0,19,9,15,3,10,1,7,4,9,2,1,52
10,8,10,6,12,8,3,8,19,10,0,4,7,0,44
19,16,16,8,16,12,4,3,3,19,19,5,7,12,75
15,6,1,13,18,15,12,17,3,9,6,9,18,8,72
11,15,7,14,16,10,15,19,9,10,3,1,15,3,66
17,2,3,10,19,1,15,12,8,13,19,13,19,13,76
17,8,19,19,7,19,3,6,13,16,9,14,0,13,77
0,5,9,4,11,5,14,0,12,16,0,12,16,16,52
16,11,5,15,5,1,4,15,10,0,15,3,18,10,58
14,15,19,12,9,13,14,8,11,12,17,8,17,2,78
1,13,14,11,0,16,1,19,19,4,17,11,13,4,69
10,10,17,0,0,16,8,10,12,7,19,17,2,12,65
18,8,19,3,7,17,0,2,10,11,12,7,9,14,64
17,13,16,18,17,0,0,18,14,18,2,3,0,2,61
7,13,18,7,14,18,0,0,8,4,10,1,8,17,60
10,8,18,11,4,5,4,11,13,6,12,2,14,8,57
15,16,14,1,8,18,15,11,18,3,12,2,19,15,71
17,12,17,3,5,1,12,2,12,0,12,5,18,14,54
10,5,17,5,14,0,11,2,4,3,13,8,7,7,49
10,19,3,3,1,4,12,17,6,16,17,11,4,5,57
12,9,17,8,13,4,17,4,9,18,15,14,10,17,75
16,17,12,1,3,6,15,11,6,7,10,13,15,3,58
13,11,6,11,0,9,16,7,19,16,15,15,14,0,65
11,8,9,1,18,14,12,12,16,13,19,17,8,8,77
15,1,10,11,14,9,17,8,5,10,17,9,14,15,72
11,12,15,6,6,19,15,12,13,8,4,1,6,1,55
16,7,18,15,16,6,13,8,7,9,17,15,13,18,84
7,12,0,14,15,11,13,16,13,17,5,2,3,5,59
2,12,15,4,4,19,2,5,7,12,18,18,2,13,67
4,12,5,1,5,12,15,16,14,8,1,0,0,2,37
4,8,11,12,5,15,13,3,18,3,3,9,2,2,46
1,10,16,4,1,9,0,10,8,14,4,6,12,7,48
12,13,8,7,5,15,12,18,7,0,1,11,5,11,57
1,4,11,19,9,5,2,19,9,5,0,19,1,5,55
6,1,8,13,15,12,3,15,14,2,9,10,3,0,55
14,16,2,10,12,2,16,14,1,8,17,2,11,0,56
17,2,18,7,2,7,9,8,10,11,4,6,12,4,50
18,9,12,19,8,18,18,0,13,13,11,7,19,6,76
2,0,3,15,10,17,0,1,1,8,6,9,3,3,44
9,12,13,4,9,2,6,10,6,1,13,14,18,10,60
4,16,18,8,19,14,10,5,9,15,3,15,9,0,68
7,11,10,16,12,17,3,6,0,15,15,9,18,11,77
7,0,14,3,13,15,14,3,11,2,15,19,19,4,67
15,9,10,12,6,1,7,16,11,13,10,14,13,4,64
13,7,9,14,19,17,2,12,16,5,10,17,7,19,81
9,14,3,13,4,15,14,1,16,9,2,4,0,8,46
9,18,11,7,18,14,3,3,15,13,8,19,6,18,76
15,7,11,0,2,12,10,17,7,12,7,19,10,4,61
5,2,18,2,9,5,2,18,8,8,3,10,7,11,52
1,5,16,5,0,11,10,6,16,1,7,14,0,16,48
6,16,8,15,18,8,11,0,7,9,5,18,7,5,63
14,7,6,3,19,0,2,13,6,10,12,12,11,16,62
6,9,4,3,14,16,4,14,17,9,16,9,19,17,74
12,11,14,8,6,1,6,5,2,5,9,15,1,15,52
9,12,3,13,0,16,10,19,6,18,14,2,19,9,70
14,11,12,15,13,8,0,4,7,7,13,19,5,18,72
13,19,17,19,0,6,18,9,5,10,17,1,13,19,74
19,0,18,15,15,16,0,13,0,4,19,4,16,18,81
10,4,6,8,14,3,17,10,1,8,8,17,15,19,66
16,19,9,3,10,12,1,2,11,3,17,17,17,1,65
7,12,7,10,0,16,17,19,7,12,7,7,2,2,56
5,16,19,17,14,2,11,19,14,2,4,19,0,0,66
18,11,10,3,2,11,4,7,17,0,0,10,17,4,47
6,6,10,1,18,5,3,10,15,12,6,18,4,4,55
8,2,3,18,1,17,9,19,1,17,2,4,16,1,58
7,5,16,11,0,6,16,5,1,19,4,1,18,11,53
6,15,17,15,3,18,3,14,11,15,1,0,16,7,65
11,13,4,12,0,6,7,19,16,12,11,14,8,18,67
12,13,8,0,7,18,10,4,18,19,6,4,4,10,55
4,12,12,5,18,15,16,17,8,10,6,0,0,7,59
6,7,0,9,5,5,17,14,1,18,16,13,3,16,61
8,6,9,12,17,1,1,11,8,6,11,10,11,6,57
1,6,14,16,19,6,4,7,4,11,8,2,2,18,59
13,2,5,11,0,2,4,3,7,7,11,15,3,2,39
6,6,8,2,17,11,18,16,4,6,13,0,0,17,57
12,1,3,19,4,16,2,12,19,12,16,12,9,19,74
8,7,17,17,15,15,3,13,2,14,1,13,18,17,81
12,9,6,14,13,17,16,3,1,6,9,17,7,10,68
7,1,0,5,1,13,7,6,11,16,19,13,0,15,54
12,19,0,2,9,19,7,16,17,15,6,9,5,10,64
10,1,4,4,5,17,13,2,11,11,16,7,13,3,53
15,5,12,4,15,6,2,19,16,9,5,6,19,7,63
1,10,6,18,9,0,1,0,4,0,5,15,0,0,36
8,0,16,9,14,6,4,9,14,7,17,11,12,3,62
11,7,19,19,13,10,7,13,7,2,13,2,12,3,67
9,0,3,1,12,2,10,6,16,17,15,18,11,0,53
17,9,11,6,12,0,16,8,9,5,3,4,7,13,49
11,1,3,0,13,9,11,1,9,11,18,9,5,13,52
8,0,14,3,0,19,16,17,19,13,3,9,16,16,67
4,9,13,10,2,6,4,9,1,18,2,17,6,17,58
18,4,16,2,15,4,1,15,12,9,10,9,3,8,57
12,18,10,17,16,19,10,9,9,17,13,17,5,9,87
13,14,15,0,11,18,5,2,17,16,16,13,10,17,76
2,13,11,19,5,7,0,2,2,5,13,4,2,3,45
11,5,8,9,16,11,5,1,3,0,5,8,8,18,53
6,11,10,4,0,0,10,5,15,4,8,13,10,11,44
4,11,14,13,18,19,6,10,1,19,5,6,2,11,70
10,1,11,3,9,14,0,12,14,12,11,1,14,9,56
19,18,11,7,14,4,1,14,12,16,13,2,8,16,69
6,7,11,14,2,0,19,16,6,11,13,9,8,12,60
0,7,7,8,2,7,19,7,16,18,2,10,14,10,53
5,5,6,1,3,15,8,15,15,12,15,18,11,7,64
19,19,8,12,1,18,11,14,7,15,17,4,10,5,73
10,17,9,8,10,19,19,7,12,9,6,3,3,15,63
3,11,0,4,15,5,7,6,18,1,3,18,4,1,42
15,10,19,18,0,10,16,13,12,2,8,8,17,12,71
7,0,9,4,9,18,18,13,14,9,13,14,15,14,73
16,19,3,4,0,1,11,6,17,2,7,7,10,6,41
5,7,10,13,8,11,18,0,11,13,15,5,5,0,54
2,4,16,4,15,2,18,7,7,3,4,15,15,15,58
3,14,13,18,3,3,10,9,6,9,9,18,10,9,64
12,6,13,14,19,10,15,16,9,13,17,0,18,17,83
4,5,14,11,0,10,11,19,13,6,15,19,19,6,73
15,3,5,18,11,7,5,10,17,3,7,17,12,15,67
16,15,16,17,18,8,7,5,3,2,7,8,2,6,62
8,9,19,15,19,11,18,18,13,1,14,19,15,12,91
0,18,15,5,5,10,8,3,6,19,14,2,17,15,63
5,17,14,8,17,14,13,3,10,9,0,17,11,17,71
18,5,16,6,15,0,14,10,9,15,9,5,7,2,56
16,19,10,3,9,8,17,15,4,0,7,17,0,9,59
15,14,11,16,1,3,18,8,5,16,4,11,18,14,67
16,9,18,9,13,8,8,13,8,8,0,19,13,0,66
15,6,3,3,7,18,18,1,19,0,16,18,12,11,64
15,9,8,7,19,6,15,10,4,15,7,17,15,10,73
4,12,19,2,17,6,12,16,14,10,5,10,4,10,63
3,10,9,11,17,14,18,0,3,0,19,15,1,5,62
3,18,3,14,10,15,19,10,12,3,11,19,10,9,72
4,12,19,7,17,18,18,17,6,13,14,7,8,14,83
6,13,19,9,13,1,3,18,1,16,4,15,4,3,61
8,3,7,16,15,5,14,19,10,14,11,14,8,18,76
6,17,11,12,17,3,2,11,11,19,10,13,11,12,73
3,4,1,16,1,8,13,6,7,2,2,16,4,10,43
15,17,16,17,4,7,17,12,8,4,8,9,15,15,73
2,11,13,13,17,19,5,6,15,14,19,16,3,11,81
3,7,13,4,18,4,13,5,8,2,7,19,4,18,59
7,18,19,16,6,8,2,8,9,15,9,8,1,6,62
3,14,19,4,3,18,4,13,2,19,1,19,10,2,65
17,2,13,3,12,17,14,9,13,15,5,9,4,4,60
19,1,0,1,18,19,11,16,2,7,6,3,16,17,64
7,12,3,11,15,7,7,14,10,16,1,18,7,7,63
16,1,16,14,17,9,1,7,8,2,13,9,16,7,67
1,1,19,12,1,4,13,19,9,1,8,6,2,4,46
5,9,15,18,14,3,18,8,7,7,7,18,17,5,71
6,9,18,16,5,1,4,5,9,7,13,14,7,18,63
3,11,8,16,18,1,11,1,6,15,13,15,9,13,67
19,12,7,10,19,8,13,13,19,2,13,2,12,8,67
13,2,9,9,19,3,2,10,10,8,17,5,1,5,54
0,15,3,14,18,1,9,0,2,6,1,8,17,18,53
15,0,18,19,10,8,14,9,7,13,9,6,16,2,68
9,14,17,15,2,16,13,17,11,15,12,19,7,13,85
8,5,17,2,17,4,7,6,19,12,18,7,14,9,65
12,11,7,16,10,6,3,12,1,2,12,17,18,10,69
10,18,9,19,2,17,13,11,18,13,1,11,9,12,71
1,6,9,8,2,2,3,15,19,8,15,12,1,8,49
16,16,4,11,12,18,2,16,16,9,3,6,2,1,59
6,1,13,18,1,18,9,7,0,14,15,9,16,5,68
16,17,8,10,4,15,4,4,18,11,16,9,1,11,63
18,11,13,10,14,4,2,10,14,15,19,5,2,15,69
16,19,3,13,10,1,3,9,17,13,3,10,16,2,57
14,5,5,4,14,0,10,9,4,11,0,3,18,7,45
1,6,1,12,13,13,1,3,16,15,14,3,4,16,56
3,10,11,12,2,19,3,3,18,3,16,10,16,9,64
10,1,15,14,13,8,16,10,9,18,2,11,4,4,61
5,16,12,15,4,13,15,2,16,11,11,16,9,19,74
18,12,13,7,19,8,2,1,8,1,6,18,14,18,69
1,17,15,15,18,2,4,3,2,12,12,0,2,0,50
0,1,17,2,17,1,9,2,13,19,18,0,5,12,52
17,15,9,9,14,4,2,11,13,13,9,3,16,2,60
13,1,4,1,11,5,1,14,6,4,5,18,12,11,51
15,7,9,13,14,16,9,18,13,10,11,18,12,16,86
12,4,14,17,17,19,11,17,1,9,0,2,17,17,77
9,7,8,2,12,8,4,14,15,0,12,2,8,9,49
7,12,12,9,12,7,17,17,4,18,15,9,6,12,73
2,13,3,18,18,13,12,13,1,14,10,15,2,12,74
4,9,14,4,12,1,11,1,5,8,12,2,2,9,42
10,2,14,10,12,19,12,12,5,1,14,18,2,12,72
12,6,10,19,19,12,7,1,5,8,11,19,11,2,71
3,10,4,18,6,8,14,19,0,6,14,17,12,9,71
14,1,2,0,4,8,15,10,4,8,7,5,6,10,40
11,13,17,6,13,15,11,7,1,8,19,14,12,2,73
0,8,11,7,11,19,18,8,9,5,16,17,1,19,72
8,5,13,13,4,9,12,0,14,18,2,8,7,16,55
5,15,19,14,14,6,7,12,16,15,8,3,7,11,68
15,9,14,18,5,14,14,5,9,7,19,10,4,14,73
11,8,18,3,9,6,2,0,19,12,7,16,13,15,61
10,16,3,13,9,7,2,14,11,8,15,2,2,4,53
17,13,16,16,19,11,18,13,14,3,18,15,7,2,84
13,15,6,15,7,10,5,11,19,3,9,8,17,17,69
12,3,7,16,12,16,11,19,15,14,11,13,17,15,85
17,4,14,0,0,18,11,10,12,1,4,16,7,17,58
14,12,17,0,10,10,3,17,17,1,0,13,15,1,57
9,1,18,10,9,4,9,16,8,7,12,4,10,11,60
0,18,12,3,19,13,5,2,13,14,8,18,16,7,70
10,7,7,6,16,5,9,5,9,3,7,2,14,17,52
2,6,6,1,16,6,13,6,5,7,2,3,15,18,47
0,13,7,17,5,16,1,4,14,14,7,13,12,3,61
17,11,17,19,5,3,8,17,16,19,2,16,4,7,71
18,15,2,11,7,11,7,10,17,19,2,15,4,6,62
5,19,12,13,18,9,7,15,18,8,14,14,9,0,75
18,0,7,7,17,15,16,16,16,13,5,5,3,12,65
5,7,3,4,11,15,7,5,17,8,10,12,1,0,47
9,17,1,15,13,0,0,14,8,14,7,8,17,1,58
19,1,4,13,19,15,19,4,13,3,10,5,7,8,61
10,18,14,16,19,2,6,17,12,12,17,12,13,0,79
7,10,6,4,10,4,18,5,15,12,5,13,19,5,56
18,4,9,11,5,9,1,19,18,14,2,13,0,16,62
18,8,9,18,14,6,8,19,11,14,6,10,17,12,78
0,2,3,6,10,2,11,2,11,4,2,17,2,6,35
1,2,8,2,10,1,11,11,8,9,17,5,16,14,53
11,1,4,14,16,14,9,12,8,7,4,17,1,15,65
14,0,0,1,6,19,7,3,18,10,2,6,1,6,38
17,2,19,12,6,7,14,1,14,16,13,7,1,14,61
17,19,6,4,2,9,8,18,14,0,17,7,7,8,59
12,5,11,0,5,16,16,16,15,9,14,11,7,16,68
5,17,7,17,11,16,6,0,14,9,7,12,4,10,63
11,17,8,10,17,2,2,19,10,9,14,3,15,0,64
19,9,12,16,9,2,2,4,4,11,10,12,12,11,63
8,14,4,18,15,10,8,6,17,14,10,7,19,4,70
6,3,13,17,3,1,1,15,13,1,7,7,10,18,54
18,16,2,7,17,16,19,7,7,7,2,1,7,1,53
18,7,6,18,12,1,9,19,13,4,17,6,14,2,66
18,9,13,6,14,4,9,0,17,19,19,18,1,2,65
10,13,3,12,11,5,0,10,12,14,13,12,15,17,69
17,16,17,2,9,12,19,14,4,16,2,9,5,9,65
18,3,6,3,18,4,1,12,18,15,15,1,12,19,64
6,2,7,8,18,10,7,14,0,7,12,1,6,16,57
12,5,19,9,18,18,0,12,10,9,3,0,6,7,61
8,2,7,10,9,5,13,7,9,7,17,11,9,9,57
4,17,6,14,7,8,17,3,3,4,9,7,17,18,61
15,17,0,5,0,10,2,6,5,4,15,13,5,17,53
2,5,15,18,1,13,3,17,12,3,9,15,14,0,64
13,4,2,15,2,16,18,13,5,11,4,5,11,17,61
7,5,15,14,13,7,2,2,14,15,16,6,3,10,61
10,4,0,12,18,3,1,11,9,6,1,6,5,7,43
12,11,0,8,8,9,1,8,1,18,14,17,10,2,60
14,5,6,11,7,16,8,7,6,3,8,12,17,1,58
19,19,13,12,12,5,5,0,10,12,0,15,6,8,59
6,13,0,13,10,9,15,15,0,19,7,12,15,3,65
1,16,11,10,15,13,12,5,3,0,15,18,15,13,74
13,5,12,11,3,15,19,13,17,9,12,6,13,10,69
14,2,19,14,3,8,6,18,12,13,10,0,2,13,60
4,15,3,4,16,0,0,13,7,6,13,7,10,5,49
9,17,12,19,11,17,14,15,10,6,16,12,16,10,88
5,19,7,6,7,19,17,12,12,13,10,19,1,11,72
17,19,6,19,19,2,8,4,19,12,0,6,12,11,64
11,10,2,12,12,5,3,9,14,17,7,9,4,11,56
3,17,8,5,9,16,2,11,17,3,2,16,16,10,63
17,4,2,14,14,5,7,4,3,3,5,8,19,9,54
17,3,18,10,5,3,6,2,9,5,13,7,18,10,57
17,8,2,6,6,1,14,17,13,19,0,9,12,0,50
0,18,6,11,11,7,14,11,19,13,1,15,4,3,57
5,17,3,12,7,14,10,11,19,18,2,10,19,4,66
6,15,0,11,1,9,16,13,4,5,13,8,2,0,47
8,2,18,15,15,1,11,12,14,6,11,3,18,9,65
5,10,10,10,7,5,4,19,0,3,0,2,2,19,46
15,5,2,2,18,4,6,3,15,11,7,16,13,14,58
5,8,14,15,17,14,2,14,14,13,15,7,16,9,80
3,9,14,0,0,4,12,10,10,4,12,18,8,14,53
2,5,5,2,6,13,12,12,15,3,0,15,16,12,53
0,7,18,13,6,6,4,5,17,16,16,16,11,19,73
14,14,15,1,15,16,14,8,4,10,7,3,0,2,55
6,1,1,14,17,17,9,15,6,10,2,7,14,9,63
6,1,5,18,3,16,3,4,7,3,0,0,9,6,39
18,15,3,2,5,9,1,0,2,8,8,7,7,10,43
1,5,17,18,19,0,2,5,7,15,17,12,6,16,71
6,17,13,11,12,12,8,13,8,8,17,15,15,7,79
7,6,1,5,13,12,0,8,11,11,12,17,11,14,63
18,11,9,14,14,0,14,9,16,15,13,8,16,11,72
6,6,17,14,14,8,6,7,9,18,4,1,18,2,61
3,15,11,4,18,1,2,7,2,14,6,9,5,14,53
5,17,7,8,10,19,6,3,9,14,9,19,14,19,77
18,4,16,12,1,16,5,7,2,11,3,3,4,6,51
8,8,14,7,14,9,19,3,12,14,11,9,3,11,62
1,2,17,8,8,2,15,12,1,7,17,16,16,18,69
18,14,16,7,8,3,18,0,14,2,0,18,18,10,60
11,1,13,14,11,6,16,13,14,4,16,1,8,18,65
2,3,15,1,18,4,2,9,0,8,9,13,17,13,59
13,17,11,18,1,7,10,5,18,16,6,0,3,5,53
0,0,16,7,12,15,9,3,10,18,5,6,18,6,60
0,2,0,16,17,4,3,9,17,19,8,5,17,15,62
14,19,10,19,16,15,7,10,12,3,16,2,14,0,73
18,1,9,6,17,14,17,11,0,0,11,9,7,1,58
6,7,7,13,2,15,2,0,12,2,12,2,14,13,50
19,11,17,2,12,16,3,19,16,13,15,4,5,11,74
11,0,14,14,17,11,1,13,12,18,19,4,15,4,75
18,11,8,10,18,12,12,3,14,12,3,14,12,12,70
5,12,4,9,17,6,8,13,12,1,17,4,4,9,56
1,2,10,0,6,19,9,5,6,10,3,11,11,7,48
4,19,1,11,14,1,5,3,4,0,15,13,17,3,54
8,1,7,0,18,8,16,7,8,2,15,19,15,19,68
11,10,5,3,8,6,14,11,7,14,16,10,15,19,67
8,18,8,4,3,15,6,18,11,9,10,5,16,13,66
17,9,17,2,7,8,18,9,15,8,18,4,17,3,64
14,0,19,6,6,12,9,0,8,3,10,4,15,3,50
3,15,9,7,11,16,3,0,10,14,18,5,2,10,59
15,11,0,9,5,15,17,4,8,2,3,2,17,18,53
14,0,4,0,9,6,12,2,3,15,3,9,4,12,40
11,10,14,1,2,13,0,8,18,12,7,17,19,14,66
14,15,6,10,14,1,18,19,11,14,7,6,3,16,65
8,15,3,16,3,16,7,4,5,14,19,6,13,13,69
10,16,5,4,13,0,10,8,18,10,2,6,5,4,43
12,19,1,17,7,12,4,13,7,15,10,8,11,9,68
3,10,18,11,19,17,19,16,15,18,6,9,8,5,80
3,1,1,6,12,17,16,18,17,0,13,19,8,0,62
1,17,17,16,18,18,11,9,13,13,5,7,5,13,77
7,13,11,1,18,4,18,7,10,4,3,8,19,16,60
3,17,6,18,18,18,2,18,11,18,9,18,10,3,85
11,13,13,1,15,19,3,13,15,10,5,15,18,6,73
6,3,15,1,19,5,6,0,9,5,0,5,3,5,36
14,2,3,13,1,7,4,15,18,9,7,3,19,7,53
12,7,19,15,3,13,14,4,2,12,15,16,18,14,79
18,19,1,9,5,11,9,12,3,4,2,11,6,15,56
18,18,1,2,16,7,16,9,17,19,3,13,6,16,66
11,19,4,3,4,10,18,17,14,6,17,16,4,14,68
18,4,16,19,2,1,2,3,1,9,6,15,11,18,60
2,10,2,10,5,12,14,16,5,17,10,13,10,12,66
0,4,3,6,17,7,7,17,19,16,11,4,10,11,60
0,16,17,4,12,12,5,18,3,1,16,6,18,3,66
9,19,15,12,4,19,3,7,2,0,11,1,15,17,66
18,4,14,13,10,7,17,2,13,8,6,14,17,3,64
2,17,13,8,14,4,11,19,17,3,9,6,13,1,61
13,3,18,1,8,2,0,16,12,4,12,14,4,4,52
14,17,13,19,10,8,9,16,2,16,12,16,10,8,82
7,5,17,3,4,2,0,14,8,13,2,7,1,17,45
18,0,11,14,15,0,16,4,7,3,19,12,9,15,66
9,1,19,15,16,5,12,0,14,0,15,2,18,19,66
2,2,8,11,0,17,7,12,1,1,6,3,3,4,40
0,14,15,3,18,8,4,14,9,10,2,10,3,11,57
17,2,12,15,14,5,3,12,15,10,7,15,16,9,71
14,14,0,3,0,7,7,14,10,19,8,10,5,0,47
12,11,8,1,15,18,18,17,5,1,6,5,16,11,66
9,11,15,12,5,15,6,15,16,5,9,2,6,4,59
0,17,7,7,2,13,13,13,2,11,13,6,17,6,61
19,5,19,19,19,10,14,11,7,15,16,6,11,5,83
0,1,0,7,18,12,5,10,0,1,11,9,18,14,57
13,7,6,16,12,1,18,4,4,11,15,10,3,2,55
11,4,1,14,19,11,14,18,9,9,2,11,17,16,73
1,18,16,12,0,1,13,15,9,13,7,3,8,10,55
16,14,6,13,17,16,15,7,3,14,0,9,13,6,68
19,10,6,5,1,1,11,2,16,15,11,4,2,16,46
15,14,14,3,9,18,1,16,12,3,18,2,7,14,68
7,12,3,2,13,13,14,1,10,19,8,3,12,18,58
11,12,8,13,16,2,2,16,5,12,19,16,6,18,77
18,10,11,9,4,15,3,12,16,17,12,11,6,5,67
2,9,14,4,6,3,1,12,8,14,0,18,3,4,47
3,14,10,9,16,2,5,1,19,17,10,5,8,14,58
5,16,15,19,13,1,0,2,5,13,5,9,14,5,59
18,18,12,13,15,10,13,11,17,18,11,9,18,1,81
18,1,3,1,14,4,12,2,0,3,3,7,6,11,37
8,9,10,14,14,2,5,19,9,7,12,10,15,6,67
18,7,8,10,11,3,6,0,9,18,0,9,7,6,48
3,6,5,16,3,3,17,14,7,10,19,15,15,7,67
0,11,8,18,6,7,4,0,16,14,12,4,1,9,50
19,9,7,0,10,6,4,12,16,9,1,12,10,5,50
2,2,8,1,11,11,16,11,5,9,17,3,0,7,48
7,10,10,19,5,7,18,4,18,5,13,5,0,6,54
12,14,14,6,6,3,15,10,6,3,8,16,11,6,58
18,4,1,13,1,9,3,9,18,13,1,5,19,11,53
7,13,19,16,18,7,8,1,7,5,18,17,12,5,75
12,2,12,13,3,14,2,12,17,9,19,16,9,2,68
19,9,18,18,1,7,11,13,12,13,18,3,12,7,72
9,5,0,2,2,5,9,15,0,3,15,2,6,6,37
1,10,19,17,14,8,10,14,2,4,0,13,19,19,74
10,7,11,3,4,0,7,9,13,1,12,9,9,4,42
4,18,12,2,10,19,7,18,10,17,1,10,7,0,62
0,3,8,4,7,18,18,17,5,1,4,6,3,7,48
11,15,7,1,3,12,10,8,9,14,11,2,15,4,53
0,0,14,12,3,6,11,6,19,9,14,15,19,12,65
9,7,6,3,18,19,5,12,2,0,19,19,6,3,68
5,12,16,9,11,17,11,19,1,18,16,18,17,8,90
7,13,2,12,6,6,4,9,8,14,18,3,9,7,55
2,14,14,2,3,3,9,13,19,13,5,10,4,12,51
10,7,16,1,14,2,15,15,14,8,8,12,10,1,57
19,9,10,14,2,7,18,1,4,6,15,13,15,5,62
6,0,8,16,11,8,19,7,9,14,4,16,11,9,64
2,9,18,17,17,0,10,16,14,5,12,6,1,8,62
7,6,18,15,16,4,12,3,17,8,11,10,0,15,63
8,2,0,14,13,9,11,19,16,16,14,14,4,13,71
0,2,14,5,6,8,8,3,0,14,10,16,18,14,60
